Season,Climate,City,Cooling startegy_building level,Sex,Clo,Met,Air temperature (C),Relative humidity (%),Air velocity (m/s),ThermalSensation
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.3,24.3,50.2,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.4,24.1,50.6,0.04,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,24,51.2,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.6,50.6,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,23.4,51.9,0.11,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.3,51.4,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.4,23.1,51.9,0.13,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.3,23.2,51.8,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.4,23.3,51.4,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.2,52.3,0.02,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.6,51.7,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,25.3,42,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.8,46.4,0.1,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.58,1.1,23.5,47.8,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.4,48.5,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.4,47.1,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23,48.1,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,22.9,49.3,0.06,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.3,23.1,48.4,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,23.2,48.8,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.1,47.9,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,22.9,48.4,0.11,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,22.8,49.1,0.14,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.58,1.1,22.7,49.5,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.64,1.4,22.9,49.9,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.58,1.4,23.2,49.2,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.3,49,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.3,23.2,48.8,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,22.8,49.6,0.04,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,22.9,49.9,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.1,49.3,0.03,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,22.9,50.4,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.5,46.3,0.14,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.4,49.5,0.1,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.55,1.1,23.2,49.9,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.94,1.3,23,50.1,0.1,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1,22.7,51.3,0.14,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.64,1.1,23,51.1,0.11,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.1,50.4,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.58,1.3,23.1,50.7,0.11,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.3,23.2,49.9,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,22.9,49.9,0.09,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,24.8,45.6,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.6,48.1,0.1,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.3,49.4,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.58,1.1,23.4,49.6,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.64,1.1,23.2,49.7,0.11,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23,51,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.64,1.1,23.1,50.2,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.2,49.8,0.09,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.8,48.6,0.11,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.7,48.5,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.6,48.9,0.03,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.6,49.6,0.1,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.5,48.7,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.1,23.1,49.5,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.3,24,50.5,0.07,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.7,23.8,51.3,0.06,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.7,23.7,50.7,0.06,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.4,23.8,51,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.7,1.6,23.8,50,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,25.3,45.5,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24.7,45.2,0.03,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24.4,48.8,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.62,1.1,24.1,48.4,0.11,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.2,23.8,48.6,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24.1,46.6,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.4,24.3,46.5,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24.4,45.9,0.07,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24,45.9,0.11,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.63,1.2,25,44.1,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.84,1.3,23.6,46.6,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,22.8,49.3,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.7,48.8,0.08,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.3,23.2,47.5,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,23.3,47.1,0.02,1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.3,23.3,47.4,0.04,-2
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.3,23,49.1,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.82,1.1,23.6,47.2,0.06,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.91,1.1,23.7,46.9,0.05,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.1,23.6,47.1,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.61,1.3,23.3,47.1,0.04,1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.3,23,48.8,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.63,1.3,23,48.2,0.06,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,23.2,48.6,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23,48.3,0.13,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.8,47.6,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.8,48.4,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,22.9,47.7,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.9,47.6,0.01,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.53,1.1,23,48.3,0.07,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.8,47.7,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,22.7,48.7,0.08,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,23.3,48.4,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.55,1.1,23.3,48.2,0.09,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,23.5,47.4,0.03,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.3,46.5,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,23.1,47.2,0.02,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.3,22.7,47.9,0.07,-2
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.2,22.5,48.1,0.06,-2
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.53,1.1,22.6,48,0.07,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.4,23,47.3,0.12,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,23.1,47.2,0.04,-2
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.1,22.9,47.7,0.03,-1
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.1,23.4,47.7,0.03,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.55,1.1,23.3,46.9,0.02,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Female,0.57,1.1,23.5,47,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.68,1.1,23.9,46.5,0.03,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,24.2,47.9,0.05,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.1,24.1,48.2,0.04,0
Summer,Monsoon-influenced humid subtropical,Delhi,Air Conditioned,Male,0.74,1.3,24,49.5,0.09,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.1,34.4,55,0.33,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.58,1.1,34.4,54.2,0.65,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.7,34.1,55.8,0.44,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.1,34.6,54.9,0.5,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.1,34.6,54.9,0.85,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.61,1.4,34.6,55.4,0.55,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.4,34.1,56.8,0.78,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.1,35.8,50.4,1.29,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.1,30,41.3,0.35,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,33.9,58.1,0.4,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.64,1.1,36.5,45.7,0.75,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.1,36.5,46.1,0.75,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.4,36.1,51.4,0.39,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.1,33.6,59,0.48,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,33.4,59.7,0.44,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.57,1.1,35,47,0.74,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.1,35.3,45.2,0.79,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.1,35.1,45.4,0.98,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.4,35.3,44,0.42,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.64,1.1,35.4,44.8,0.22,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.3,34.8,49,0.48,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.3,34.8,48.3,0.33,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.51,1.1,35,45.6,1.14,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.64,1.1,34.5,51.4,0.51,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.1,34.4,51,0.33,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,33.1,41.1,0.32,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,32.9,62.3,0.39,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.61,1.3,35.7,46.4,0.58,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.67,1.1,35.8,46.1,0.36,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.4,35.8,46.1,0.39,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.5,36.4,46.3,0.42,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,36.3,42.8,0.33,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.57,1.1,35,50.4,0.61,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,35,50.4,0.61,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,34.3,52.9,0.69,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.46,1.4,34.3,52.9,0.47,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.61,1.1,37.1,45,0.63,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.46,1.3,37.3,44.7,0.7,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.3,37.3,45.6,0.63,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,37.3,45.1,0.43,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,38.5,42,0.52,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,36.8,47.7,0.29,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,33.5,48.4,1.08,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.57,1.1,35,49.8,0.47,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,36.7,46.8,0.45,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,37.1,45.8,0.53,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.4,33.1,65.1,0.22,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,36.5,44.9,0.5,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.72,1.1,36.4,45,1.36,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.74,1.4,36.4,45,1.36,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.84,1.1,36.4,45,1.06,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.77,1.4,35.9,42.3,0.79,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.74,1.1,36,45.4,0.36,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,36.4,41.2,0.39,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.74,1.1,36.3,41.2,0.89,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,36.2,43.3,0.42,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.74,1.1,36.2,43.3,0.42,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.1,36.5,44.9,0.83,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.61,1.1,35.1,41.8,0.6,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.46,1.1,34.8,43.9,0.39,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,34.8,43.9,0.4,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,0.9,34.9,42.3,0.27,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.5,35.4,52.5,0.58,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.7,36.2,50,0.74,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.78,1.7,36.7,47.2,0.15,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.7,37.1,47.3,0.29,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.2,37,46.3,0.45,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1,37.1,47,0.5,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.48,1.1,36.9,47.9,0.67,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.3,37,46.6,0.29,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.48,1.1,36.5,46.3,0.7,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,35,49.8,1.25,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.1,34.3,51.4,1.53,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.48,1.1,35,50.4,0.49,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,35.4,48.2,0.99,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.4,49.6,0.51,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.7,35.6,49,0.55,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.3,38.1,39.1,0.51,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,37.1,43.7,0.37,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,35.7,47.9,0.43,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.4,36.1,47.9,0.34,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.9,45.5,0.83,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.7,46.3,0.63,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.1,37.8,42.5,0.39,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.3,34.2,53.1,1.01,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.57,1.1,34.3,53.2,0.31,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.3,34.6,47.9,0.74,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.1,34.5,49.8,0.19,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.3,35.3,45.2,0.34,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.5,43.3,0.78,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.7,1.1,35.8,44.8,0.32,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,34.9,45.6,0.44,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.4,43.3,0.72,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.38,1.1,35.8,42.9,0.47,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,35.6,44.3,0.78,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,36.9,43.1,0.56,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.3,27.7,39.7,0.42,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,34.8,52.5,0.63,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,35.2,53.5,0.37,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.78,1.1,34.3,49,0.71,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,34.1,50,0.63,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,34.7,44.8,0.53,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.49,1.1,34.3,45.6,0.76,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.38,1.3,38.2,46.1,0.35,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.6,29.9,39,0.31,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.1,28.8,42.6,0.24,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,33.7,48.5,0.24,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.74,1.1,36.4,44,0.25,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.59,1.2,35.8,50.7,0.57,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,35.5,51.7,0.84,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.2,35.4,52.7,0.25,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.68,1.1,35.3,53.6,0.32,1
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.57,1.1,35.1,54.2,0.22,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,35.3,52.7,0.67,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.1,35.9,51.4,0.52,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.52,1.1,36.1,45,1.08,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1.1,36.5,49.4,0.92,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,34.5,54.6,0.35,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.59,1.1,33.7,56.5,0.38,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.46,1.1,33.6,55.9,0.33,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.67,1,33.8,55.4,0.4,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.46,1.1,33.5,57.9,0.53,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.53,1.4,32.7,61.8,1.38,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.3,32.8,60.5,0.27,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.3,33,60,0.52,2
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.42,1.1,33.2,60,1.16,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.55,1.1,33.3,58.5,0.45,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.59,1.1,32,44.8,0.52,0
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Male,0.59,1,31.8,45,1.49,3
Summer,Monsoon-influenced humid subtropical,Delhi,Mixed Mode,Female,0.63,1.1,32.7,45.5,0.68,0
